Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Efcab3,"0,03639769554","0,1681579997","0,9460927748",,"0,07968330383","0,4808883228",1,,"0,001928091049","0,01020946923",1,,"0,04521369934","0,1911636508",1,,"-0,9829730988","-0,9057302475","-0,9503202438","-0,9748716354","-0,9197826385","-0,8374452591","-0,9378194809","-1,126560211","-0,9821357727","-1,136775017","-0,9441947937","-0,8187818527","-1,077235222","-0,9054946899","-1,041851997","-1,193357468",3300900,1069500000,3,2,"0,00077131","2,5201","654,2",A0A1D5RLM8,A0A1D5RLM8,
Thy1,"0,03639292717","0,4582806885","0,9450422778",,"0,01832032204","0,2961763721",1,,"-0,03452515602","0,826634633",1,,"-0,05259776115","0,6475906229",1,,"2,909989357","2,887803078","2,839354515","2,898908615","2,932969093","2,920823097","2,941530228","2,878833771","2,837188721","2,929315567","2,904423714","2,903501511","2,929946899","2,898456573","2,771453857","2,817071915",1002900000,83057000000,46,7,0,"76,763","14,038",A0A1L1SUX8;P01831,A0A1L1SUX8;P01831,Thy-1 membrane glycoprotein
Uso1,"0,03637099266","0,3865522384","0,9454380734",,"0,03611636162","0,6524510247",1,,"-0,00111079216","0,01789248332",1,,"-0,001365423203","0,0103908841","0,9983645813",,"2,430165291","2,437397957","2,508868217","2,427816391","2,42891407","2,453284264","2,459575653","2,466917038","2,421350479","2,422389984","2,471514702","2,482902527","2,348970413","2,351320267","2,35260582","2,471935272",19119000,5480900000,37,22,0,"150,43","106,98",Q9Z1Z0;Q9Z1Z0-2;Q9Z1Z0-4;Q9Z1Z0-3;A0A0J9YUG0,Q9Z1Z0;Q9Z1Z0-2;Q9Z1Z0-4,General vesicular transport factor p115
Arhgap23,"0,03637075424","0,2439603334","0,944831773",,"0,01186299324","0,05552080506",1,,"-0,0205347538","0,1402884027",1,,"-0,0450425148","0,2292028703",1,,"1,202038765","1,258051872","1,308791161","1,287521362","1,243138313","1,343697548","1,163770676","1,387935638","1,138819695","1,318174362","1,399617195","1,299360275","1,234478951","1,260385513","1,289536476","1,061637878",1186200,880970000,14,12,0,"45,181","162,21",B1AQY2;Q69ZH9;F8VQ11;D6RDB5,B1AQY2;Q69ZH9;F8VQ11;D6RDB5,Rho GTPase-activating protein 23
Sorbs3,"0,0363047123","0,08224057964","0,9458109723",,"-0,1541216373","0,2409058305","0,9997674419",,"0,01595020294","0,02359817619",1,,"-0,1744761467","0,3828194392",1,,"-3,747707367","-3,548609734","-3,08685112","-3,40838623","-3,931851387","-3,498682976","-3,039601326","-3,385219574","-2,946748734","-3,372653961","-3,792052269","-3,332715988","-3,12741375","-3,703276634","-3,454894066","-3,445886612",1639100,63926000,3,2,0,"6,5681","76,711",Q8K0M3;A0A2I3BS41;Q9R1Z8,Q8K0M3;A0A2I3BS41;Q9R1Z8,Vinexin
Mrpl44,"0,03626179695","0,0540635238","0,9516346256",,"0,1255526543","0,19928412",1,,"-0,09174728394","0,161251666",1,,"-0,00245642662","0,003103340157","0,9985170543",,"-3,638194084","-4,609465599","-4,307476044","-4,26468277","-3,911996841","-4,301311493","-4,137516022","-4,102005005","-4,036850929","-4,310505867","-3,750359535","-4,475690842","-4,857323647","-4,063408852","-4,414822578","-4,010943413",1761800,118860000,2,2,0,"13,311","24,633",Q9CY73-2;Q9CY73,Q9CY73-2;Q9CY73,Large ribosomal subunit protein mL44
Dctn1,"0,03616166115","0,3583478611","0,9452405136",,"0,04461979866","1,898345745",1,,"0,006842374802","0,2025924679",1,,"0,01530051231","0,1329939671","0,9986633841",,"4,277838707","4,325907707","4,314473152","4,279747009","4,286608696","4,306746483","4,281627655","4,295614243","4,254037857","4,247690201","4,272753716","4,242298126","4,217636108","4,242361069","4,186300278","4,382360458",23134000,18892000000,88,49,0,"323,31","139,76",E9Q3M3;O08788;O08788-2;D3Z2M9;D3YYG9,E9Q3M3;O08788;O08788-2,Dynactin subunit 1
Pex5,"0,03614592552","0,1290420036","0,9449531726",,"-0,003432035446","0,01996029452",1,,"-0,007858276367","0,0613070893",1,,"-0,04743623734","0,164131106",1,,"-1,256890297","-1,300607681","-1,379561424","-1,207902908","-1,222047806","-1,253495216","-1,348633766","-1,289352417","-1,380369186","-1,181638718","-1,347150803","-1,613678932","-1,190642357","-1,235901833","-1,262804985","-1,177160263",3457400,240930000,7,5,0,"16,439","69,836",D3Z600;O09012-2;O09012,D3Z600;O09012-2;O09012,Peroxisomal targeting signal 1 receptor
Actn4,"0,03613090515","0,4874178322","0,9453696587",,"-0,03219366074","0,1514072338",1,,"0,001890659332","0,01383359584",1,,"-0,06643390656","0,387957231",1,,"0,9956436157","0,9259109497","0,8616552353","0,994342804","0,9329681396","0,9536266327","1,022413254","0,8609819412","1,149310112","0,9866294861","0,9761333466","0,9234542847","0,7866916656","0,9061336517","0,8789358139","0,9245052338",7879100,565490000,5,2,0,"18,505","59,897",E9Q2W9,E9Q2W9,Alpha-actinin-4
Apbb1,"0,03606176376","0,4761467842","0,945180647",,"-0,05593848228","0,367009853",1,,"-0,01102185249","0,1890779487",1,,"-0,1030220985","0,7075182381",1,,"0,8372306824","0,7962303162","0,8816423416","0,8567991257","0,8452587128","0,8231649399","0,8906059265","0,8569602966","0,9051570892","0,9268188477","0,7464122772","0,7892913818","1,061355591","0,7967910767","0,7520570755","0,8895158768",5652600,1127000000,14,11,0,"59,834","77,182",A0A0R4J2C6;Q9QXJ1;Q9QXJ1-2;A0A0R4J2C1;A0A087WPI2;A0A087WPS7;A0A087WR62;A0A087WRP1;A0A087WQH0;A0A1B0GR67;A0A1B0GT76;A0A087WQC5;A0A087WNN4;A0A087WRY7;F6V8Y6;Q3TDW6;E9PWH3;Q3TIZ5;A0A1B0GRP5;A0A087WQ58;A0A1B0GSI3;A0A087WPF4;Q9DBR4-3;Q9DBR4-2;Q9DBR4,A0A0R4J2C6;Q9QXJ1;Q9QXJ1-2;A0A0R4J2C1;A0A087WPI2;A0A087WPS7;A0A087WR62,Amyloid beta precursor protein binding family B member 1
Fundc1,"0,03605723381","0,1449759424","0,9450456062",,"0,1919457912","0,5524745402",1,,"-0,2239313126","1,104623712",1,,"-0,06804275513","0,1704262225",1,,"-2,050948143","-2,231171608","-2,336544991","-2,265660286","-1,987945557","-2,22263813","-1,800798416","-1,977217674","-1,814579964","-2,31356144","-2,450329781","-2,342355728","-2,177911758","-2,113751411","-2,415607452","-2,156839371",51118000,240850000,3,1,0,"4,5284","12,043",H3BJ77;Q9DB70,H3BJ77;Q9DB70,FUN14 domain-containing protein 1
Tomm22,"0,03603100777","0,448288949","0,9450894541",,"0,08040213585","0,528262424",1,,"-0,03317022324","0,2453182712",1,,"0,01120090485","0,07058209191","0,997950096",,"0,7912244797","0,7380313873","0,8036775589","0,7982797623","0,8849477768","0,6583528519","0,8595561981","0,8610372543","0,7623529434","0,5993432999","0,8061828613","0,6783227921","0,7744064331","0,8054971695","0,7033252716","0,799943924",104270000,2293900000,11,4,0,"30,134","15,537",Q9CPQ3;A0A2R8VHM4;A0A2R8VHJ4,Q9CPQ3;A0A2R8VHM4,Mitochondrial import receptor subunit TOM22 homolog
Mat2a,"0,03600764275","0,4499953172","0,9450914286",,"-0,03625416756","0,3256677368",1,,"0,02458882332","0,2376442614",1,,"-0,04767298698","0,5218257725",1,,"2,237038612","2,189482689","2,221234322","2,177556992","2,298243523","2,132367134","2,132188797","2,164157867","2,174383163","2,192495346","2,292090416","2,124010086","2,213005066","2,238348007","2,103797913","2,215126038",182020000,5176800000,25,16,0,"92,671","43,688",Q3THS6;A0A0U1RNT6;A0A0U1RNK6;A0A0U1RQ95;A0A0U1RQB0;Q91X83,Q3THS6;A0A0U1RNT6;A0A0U1RNK6,S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase
Hadha,"0,03593373299","0,1638121523","0,9444270979",,"0,01739764214","0,205144693",1,,"0,02997469902","0,4285509551",1,,"0,01143860817","0,04672490202","0,9978001278",,"3,610733986","3,607192039","3,65110302","3,539764404","3,575987816","3,553715706","3,62845993","3,530731201","3,614782333","3,503044128","3,518893242","3,470170975","3,582584381","3,505489349","3,480016708","3,809381485",80405000,11884000000,72,27,0,"186,52","82,669",Q8BMS1,Q8BMS1,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase"
Prkcz,"0,03592443466","0,2486544774","0,9441737659",,"-0,1553282738","0,6102645676",1,,"0,1427352428","0,5256633205",1,,"-0,04851746559","0,4529261251",1,,"-2,391884804","-2,339208603","-2,474889755","-2,575511932","-2,541823387","-2,716255188","-2,287796021","-2,80656147","-2,362419128","-2,489583969","-2,509887695","-2,550203323","-2,369232178","-2,445210457","-2,504000664","-2,425778389",5092900,96766000,2,2,0,"3,4916","46,6",Q02956-2;Q02956,Q02956-2;Q02956,Protein kinase C zeta type
Anks1b,"0,03591895103","0,3932074239","0,944627384",,"0,09522080421","0,9265413169",1,,"-0,04933094978","0,4333706132",1,,"0,009970903397","0,08612461028","0,9968230591",,"2,848544121","2,869000435","2,730759621","2,807268143","2,826954842","2,785618782","2,974498749","2,865823746","2,799285889","2,802360535","2,801384926","2,818078995","2,668981552","2,790328979","2,702136993","2,801351547",49768000,8774700000,36,18,0,"73,974","55,078",S4R1Q0;S4R2Q2;S4R2I2;S4R2H2;E9QPP6,S4R1Q0;S4R2Q2;S4R2I2;S4R2H2;E9QPP6,
Relch,"0,0359184742","0,2735075232","0,9449377828",,"0,05284285545","1,078299103",1,,"-0,006542921066","0,06548437865",1,,"0,01038146019","0,07732310358","0,9964662162",,"2,602732658","2,490386009","2,501027107","2,553756714","2,61421299","2,516341209","2,507389069","2,536130905","2,504707336","2,471963882","2,501408577","2,527828217","2,484622955","2,398031235","2,458415985","2,619953156",137880000,11813000000,39,26,0,"141,68","131,89",Q148V7-2;A0A087WSS1,Q148V7-2;A0A087WSS1,RAB11-binding protein RELCH
Syncrip,"0,03578686714","0,4469629772","0,9447562642",,"-0,01694607735","0,2417736974",1,,"0,005852937698","0,07302245596",1,,"-0,04688000679","0,6254800605",1,,"3,40506649","3,434081078","3,312790871","3,386346817","3,356476784","3,358231544","3,39550972","3,404655457","3,356880188","3,347110748","3,44838047","3,414937973","3,430286407","3,357070923","3,322092056","3,301036835",128770000,11555000000,50,25,0,"142,66","62,543",A0A0R4J259;Q7TMK9-2;G3UZI2;G3UXJ6;G3UZ48;G3UWM1;G3XA76;G3UY67;G3UYK7,A0A0R4J259;Q7TMK9-2;G3UZI2;G3UXJ6;G3UZ48,Heterogeneous nuclear ribonucleoprotein Q
Rock2,"0,03575205803","0,839244962","0,9453145809",,"0,05942940712","0,4935797696",1,,"-0,0212290287","0,4699888555",1,,"0,002448320389","0,01497215701",1,,"3,615099907","3,691588402","3,66887188","3,676631927","3,663664818","3,707428932","3,664117813","3,701896667","3,662670135","3,649503708","3,717209816","3,661275864","3,470006943","3,619340897","3,631214142","3,597352982",30263000,9500800000,55,36,0,"173,12","160,58",P70336;P70336-2,P70336;P70336-2,Rho-associated protein kinase 2
Tnfrsf21,"0,03575158119","0,1773110219","0,9442922476",,"-0,1957166195","0,7828345662",1,,"0,1308176517","0,5260333095",1,,"-0,1006505489","0,5062195725",1,,"-2,060219765","-2,16639328","-2,043109894","-2,058403969","-2,510645866","-2,232429504","-2,121185303","-1,987136841","-1,933743477","-1,930599213","-2,159181595","-1,966659546","-2,045006752","-2,214238167","-2,268885612","-2,021349907",817830,43983000,3,2,0,"3,3149","71,982",Q9EPU5,Q9EPU5,Tumor necrosis factor receptor superfamily member 21
Itpka,"0,03571152687","0,1893670717","0,94500643",,"-0,01996827126","0,1394472705",1,,"-0,008766412735","0,04940991453",1,,"-0,06444621086","0,4241342142",1,,"2,647013664","2,705569267","2,510565758","2,777042389","2,68377018","2,665421486","2,725442886","2,600622177","2,725038528","2,70655632","2,771561623","2,755708694","2,551973343","2,52686882","2,615961075","2,598806381",84311000,6010200000,32,16,0,"143,1","50,934",Q8R071;B2RXC2,Q8R071,Inositol-trisphosphate 3-kinase A
Sec23ip,"0,0356695652","0,1979174988","0,9452471313",,"-0,04581403732","0,9089338808",1,,"-0,001835107803","0,01094005579",1,,"-0,08331871033","0,8280024946",1,,"0,6486139297","0,7049064636","0,5375328064","0,7812652588","0,6327371597","0,6788387299","0,635052681","0,7330303192","0,6938638687","0,7321023941","0,7330055237","0,6126451492","0,7039432526","0,5042047501","0,6801137924","0,732676506",17003000,694720000,11,7,0,"32,765","110,76",G3X928;Q6NZC7,G3X928;Q6NZC7,SEC23-interacting protein
Rps21,"0,03563570976","0,2008837699","0,9450162283",,"-0,0725440979","0,5277526165",1,,"-0,03435254097","0,2039240099",1,,"-0,1425323486","1,109842962",1,,"-0,5569562912","-0,6199216843","-0,7849063873","-0,7101240158","-0,504442215","-0,6954870224","-0,6849918365","-0,6495771408","-0,6481809616","-0,5626821518","-0,4348096848","-0,7285461426","-0,598649025","-0,6507081985","-0,6053771973","-0,8298196793",271840000,3120600000,8,4,0,"16,403","9,1413",Q9CQR2,Q9CQR2,Small ribosomal subunit protein eS21
Erc2,"0,03560948372","0,153351173","0,9446914127",,"-0,027582407","0,3491827999",1,,"-0,01118779182","0,06235399435",1,,"-0,07437968254","0,4772163193",1,,"3,784525871","3,839001656","3,571152687","3,790298462","3,786164284","3,749300957","3,697917938","3,796346664","3,734445572","3,767658234","3,782132149","3,781230927","3,855823517","3,753656387","3,793117523","3,514535904",63946000,11303000000,58,35,0,"172,96","113,06",Q3UHT7;Q6PH08;Q6PH08-3;Q6PH08-2;Q6PH08-4;A0A1B0GS69;A0A1B0GSU7;A0A1B0GSQ8,Q3UHT7;Q6PH08;Q6PH08-3;Q6PH08-2,ERC protein 2
Pspc1,"0,03552031517","0,4086127487","0,9454516586",,"-0,112878561","1,086112971",1,,"0,007971048355","0,06013745101",1,,"-0,1404278278","1,617089211",1,,"1,58393383","1,577273369","1,450480461","1,491445541","1,582909584","1,444346428","1,565971375","1,478021622","1,597312927","1,531806946","1,66559124","1,529811859","1,728052139","1,503665924","1,435167313","1,492406845",37596000,3885000000,16,8,0,"48,276","58,758",Q8R326;Q8R326-2;F7D909,Q8R326;Q8R326-2,Paraspeckle component 1
Aars1,"0,0354988575","0,523559797","0,9453670742",,"0,02661776543","0,772073691",1,,"-0,005981683731","0,1669011404",1,,"-0,0148627758","0,1762966482","0,9970523502",,"3,30725956","3,356808662","3,337199211","3,331413269","3,352818489","3,326169014","3,357479095","3,320140839","3,342729568","3,277603149","3,326800346","3,243356705","3,303003311","3,267889023","3,300296783","3,379142761",46314000,9988300000,64,29,0,"271,14","106,91",Q8BGQ7,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic"
Cacnb1,"0,03548550606","0,2260749496","0,9450296919",,"-0,02040863037","0,08411253841",1,,"0,01741814613","0,09782649695",1,,"-0,0384759903","0,1731752939",1,,"-0,01522445679","0,1627187729","-0,1290512085","0,0211687088","0,06311321259","-0,04949569702","-0,03666496277","-0,007013320923","-0,07134532928","-0,05759143829","-0,08421230316","-0,04199981689","0,2647228241","-0,07166576385","0,006525039673","0,004810333252",11230000,851810000,7,7,0,"24,369","65,481",A2A543;Q8R3Z5;Q8R3Z5-2;A2A542;A2A545;Q8R3Z5-3;Q8R3Z5-4,A2A543;Q8R3Z5;Q8R3Z5-2;A2A542;A2A545;Q8R3Z5-3;Q8R3Z5-4,Voltage-dependent L-type calcium channel subunit beta-1
Cbr4,"0,03546142578","0,1497512922","0,944584369",,"-0,03130269051","0,2000810206",1,,"0,03517413139","0,1643005705",1,,"-0,03158998489","0,170105018",1,,"-1,426222801","-1,446154594","-1,71760273","-1,673995018","-1,698255539","-1,548061371","-1,572990417","-1,585364342","-1,43077755","-1,679076195","-1,605988503","-1,726727486","-1,56361866","-1,596979141","-1,59791851","-1,484195709",1069500,98539000,2,2,0,"11,566","25,414",Q91VT4,Q91VT4,3-oxoacyl-[acyl-carrier-protein] reductase
Skic2,"0,03539013863","0,2629245603","0,9448947516",,"0,04564571381","0,190793367",1,,"0,01065373421","0,04076903193",1,,"0,02090930939","0,1300354726",1,,"-0,6033906937","-0,6136903763","-0,5057039261","-0,4924602509","-0,6265544891","-0,5855293274","-0,7216262817","-0,3241500854","-0,6751661301","-0,6344108582","-0,4930944443","-0,6764669418","-0,6377716064","-0,5062389374","-0,5160913467","-0,6580085754",1677800,135290000,5,5,0,"11,824","137,52",Q6NZR5;G3UYT1,Q6NZR5,Superkiller complex protein 2
Fmr1,"0,03538584709","0,3591182527","0,9451409206",,"0,02636909485","0,176646927",1,,"-0,02714943886","0,3151193945",1,,"-0,0361661911","0,2353650368",1,,"1,059790611","1,029977798","0,950173378","1,040328979","0,969742775","1,097306252","1,055940628","1,065878868","0,9720239639","1,100774765","1,110883713","1,012961388","0,8997097015","0,8800439835","1,029370308","1,0163517",17999000,1689900000,17,11,0,"34,1","66,269",P35922-3;E9QAS9;P35922-9;E9QAT0;P35922-7;Q6AXB7;E9QNF5;D3Z6U8;P35922;P35922-2;E9QAS8;P35922-8;P35922-10;P35922-6;P35922-12;P35922-4;P35922-5;P35922-11,P35922-3;E9QAS9;P35922-9;E9QAT0;P35922-7;Q6AXB7;E9QNF5;D3Z6U8;P35922;P35922-2;E9QAS8;P35922-8;P35922-10;P35922-6;P35922-12;P35922-4;P35922-5;P35922-11,Fragile X messenger ribonucleoprotein 1
Ndufab1,"0,03538393974","0,1361586994","0,945673548",,"-0,02066588402","0,1179766947",1,,"-0,07204985619","0,5331167719",1,,"-0,1280996799","0,6070831621",1,,"2,078530312","2,050276756","2,026833534","2,051643372","2,174868584","1,973687172","2,261486053","2,085441589","2,113645554","2,10618782","2,160880089","2,104095459","2,197433472","2,206724167","2,003538132","1,751390457",1274400000,7421600000,25,5,0,"18,908","14,309",F6ZFT1;F8WJ64;Q9CR21,F6ZFT1;F8WJ64;Q9CR21,"Acyl carrier protein;Acyl carrier protein, mitochondrial"
Elavl1,"0,03535437584","0,3829019885","0,9453902232",,"0,0230486393","0,1521120981",1,,"0,0009868144989","0,006949164404",1,,"-0,01131892204","0,0781738239","0,9982830269",,"1,527304649","1,49337101","1,424880028","1,458126068","1,508458138","1,454918861","1,567392349","1,368965149","1,569499969","1,399457932","1,407755852","1,437709808","1,430826187","1,425523758","1,368185043","1,530845642",66874000,3044900000,17,9,0,"59,196","36,169",P70372,P70372,ELAV-like protein 1
Pir,"0,03530836105","0,07191047839","0,9486148089",,"0,1483483315","0,4098037638",1,,"0,1111650467","0,2355727449",1,,"0,2242050171","0,7842816185",1,,"-3,198091507","-3,496041298","-3,388331413","-3,883698463","-3,240919113","-3,663516045","-3,696907043","-3,809480667","-3,98870945","-3,53310585","-3,831400871","-3,293280602","-3,651000023","-3,57454586","-3,771320343","-3,468249321",6935900,97102000,4,3,0,"7,1449","27,942",A2AIH8;Q9D711,A2AIH8;Q9D711,Pirin
Cmtr1,"0,03527879715","0,2514770685","0,9448232988",,"0,04083633423","0,2256904287",1,,"0,003439188004","0,01656884073",1,,"0,008996725082","0,05251946757","0,9971991684",,"-0,5860910416","-0,6099805832","-0,5870685577","-0,4565200806","-0,5808315277","-0,5543546677","-0,4103603363","-0,7078704834","-0,5785646439","-0,5937986374","-0,7153453827","-0,6041326523","-0,529053688","-0,6057214737","-0,6957807541","-0,4751405716",34080000,1704600000,3,2,0,"11,991","95,675",Q9DBC3;A0A3Q4EHZ1,Q9DBC3;A0A3Q4EHZ1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1
Pkm,"0,03524184227","0,3432111814","0,9456545506",,"-0,05444645882","0,6340039657",1,,"0,02783322334","0,3611614232",1,,"-0,06185507774","0,5803740078",1,,"6,321061134","6,30391407","6,347405434","6,303173065","6,275258064","6,279303551","6,37984848","6,229810715","6,365444183","6,318492889","6,289969444","6,267580032","6,408100128","6,282737732","6,188350677","6,395917892",3514500000,304170000000,337,37,0,"323,31","57,984",P52480-2;A0A1L1SU37;A0A1L1SQV8;A0A1L1SSN6;A0A1L1STV8;A0A1L1SUV0;A0A1L1ST52;A0A1L1SVH2;E9Q509;G3X925;P53657,P52480-2;A0A1L1SU37,Pyruvate kinase PKM;pyruvate kinase
Hibch,"0,03520941734","0,417448502","0,9448865048",,"0,001160383224","0,01130612526","0,99858",,"0,03402018547","0,3788738619",1,,"-2,88E-05","0,0002946748605",1,,"1,859997749","1,755032539","1,890269279","1,861305237","1,811675072","1,805129051","1,869123459","1,744596481","1,820672989","1,816984177","1,739634514","1,77232933","1,848590851","1,796468735","1,784151077","1,872817993",27077000,2688300000,21,13,0,"51,234","43,037",Q8QZS1;E0CX19,Q8QZS1;E0CX19,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-CoA hydrolase"
Cap2,"0,03519177437","0,3385467911","0,9459898649",,"0,02649331093","0,2043997006",1,,"0,003925561905","0,08160442721",1,,"-0,004772901535","0,02482841767","0,9956129545",,"3,844218254","3,884448051","3,824746132","3,868875504","3,860806465","3,872504234","3,819892883","3,853382111","3,858341217","3,854558945","3,908381462","3,933143616","3,679330826","3,798126221","3,821531296","3,728719711",207240000,19342000000,65,25,0,"238,76","52,861",Q9CYT6;A0A286YCS6;D3YTR7,Q9CYT6;A0A286YCS6;D3YTR7,Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein
Hip1r,"0,03514313698","0,3701587634","0,9455188732",,"0,01502394676","0,2135789079",1,,"0,0116288662","0,2062721345",1,,"-0,00849032402","0,06797826666","0,9980240464",,"2,464394569","2,427426338","2,415791512","2,415140152","2,443110466","2,401345253","2,374137878","2,457643509","2,396123886","2,43196106","2,438763618","2,511764526","2,349292755","2,369186401","2,334461212","2,366767883",9331500,3657700000,34,26,0,"99,579","119,43",Q9JKY5;A0A0G2JFU3;F7DCR9;E9Q3C5;A0A1D5RMM7,Q9JKY5,Huntingtin-interacting protein 1-related protein
Ctbp1,"0,03512358665","0,5619630764","0,9454092325",,"0,03656363487","0,3055484362",1,,"-0,002372980118","0,01986089162",1,,"-0,0009329319","0,007509106493","0,9998610631",,"2,895186424","2,92815876","2,874970436","2,87103653","2,870299339","2,882235527","3,003458023","2,822851181","2,887798309","2,864248276","2,91473484","2,931325912","2,765808105","2,832296371","2,853284836","2,811950684",141160000,9409400000,32,14,0,"109,81","47,744",O88712;A0A0J9YU62;O88712-2;A0A0J9YUM4;O88712-3;A0A0J9YTW3;A0A0J9YUR5;A0A0J9YVI3;A0A0J9YU66;E9Q0T4;E9PWQ9;A0A0J9YVC3,O88712;A0A0J9YU62;O88712-2;A0A0J9YUM4;O88712-3;A0A0J9YTW3,C-terminal-binding protein 1
Gpd1l,"0,03503584862","0,2565903331","0,9442935268",,"0,01965308189","0,0778229075",1,,"-0,002794027328","0,01121188294",1,,"-0,01817679405","0,1013052392",1,,"2,823168755","2,777525902","2,794110298","2,903310776","2,727107048","2,751965523","3,063421249","2,766798019","2,939157486","2,766828537","2,783595085","2,815145493","2,741098404","2,709659576","2,71746254","2,915704727",157510000,6810300000,55,20,0,"140,16","38,225",Q3ULJ0;Q3ULJ0-2;D3Z0L6,Q3ULJ0;Q3ULJ0-2,Glycerol-3-phosphate dehydrogenase 1-like protein
Kif1b,"0,03502368927","0,1258911555","0,945577711",,"-0,05813908577","0,4455702297",1,,"-0,0599694252","0,2741964",1,,"-0,1531322002","1,009485455",1,,"-2,345021248","-2,169309616","-2,203304291","-1,952616692","-2,141138077","-2,204339981","-2,052075386","-2,032820702","-2,093333244","-1,931923866","-2,044955254","-2,312833786","-2,127605438","-2,22585392","-2,013654709","-2,258004189",821940,79728000,2,2,0,"14,211","211,59",A0A5F8MPF0;Q60575;Q60575-2;F6XNB6,A0A5F8MPF0;Q60575;Q60575-2,Kinesin-like protein KIF1B
Pym1,"0,03499603271","0,2046834825","0,9448729895",,"-0,06779527664","0,5998325172",1,,"0,06693124771","0,4550988161",1,,"-0,03586006165","0,2662964496",1,,"-0,7120504379","-0,4644603729","-0,6644124985","-0,6239395142","-0,5691671371","-0,7034568787","-0,7222042084","-0,7377595901","-0,5070199966","-0,6622886658","-0,6304206848","-0,5310659409","-0,6616773605","-0,6626663208","-0,7122030258","-0,6989116669",20053000,411920000,4,4,0,"22,815","22,678",Q8CHP5-2;Q8CHP5,Q8CHP5-2;Q8CHP5,Partner of Y14 and mago
Arfip2,"0,03499531746","0,1927706129","0,944751938",,"-0,02315592766","0,1214452592",1,,"-0,03840208054","0,1991961288",1,,"-0,09655332565","0,711366621",1,,"-0,01022338867","0,03678512573","0,0001029968262","0,2554292679","0,1869897842","0,1802387238","0,04974079132","0,0187330246","0,04763507843","0,1162624359","0,06905460358","0,04619598389","0,2953739166","0,08261585236","0,0787858963","-0,06548500061",17545000,1009400000,13,6,0,"41,841","29,348",A0A1B0GSM3;A0A1B0GS63;Q8K221;A0A1B0GQY8;D6RHM6;D3Z2F3,A0A1B0GSM3;A0A1B0GS63;Q8K221,Arfaptin-2
Hmcn2,"0,03498220444","0,08683221458","0,9477245831",,"-0,05528569221","0,1467724669",1,,"0,190933466","0,7969870501",1,,"0,1006655693","0,2456482244",1,,"-4,387670517","-4,137498856","-4,258579254","-4,271183014","-4,737835884","-4,39928627","-4,21988678","-4,46165657","-4,665382385","-4,284010887","-4,243171692","-4,618323326","-4,404957771","-3,971068382","-4,390389442","-4,215079308",150380,32782000,1,1,"0,0052517","1,6833","547,19",A2AJ76,A2AJ76,Hemicentin-2
Nsdhl,"0,03498029709","0,2772861235","0,9448082728",,"-0,108130455","1,017984055",1,,"0,05532097816","0,5709271242",1,,"-0,08778977394","0,7040224136",1,,"0,1287813187","0,02671813965","0,1006689072","0,02992343903","-0,04939365387","0,1155424118","0,03178501129","-0,03312587738","0,1157855988","0,1152200699","0,2303266525","-0,03454113007","0,03599739075","0,1516265869","0,06759738922","-0,03851222992",16194000,385350000,8,5,0,"26,084","40,685",Q9R1J0,Q9R1J0,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
Stmn2,"0,03497290611","0,1456680149","0,9445485464",,"-0,06235361099","0,3620193668",1,,"0,03018403053","0,1239287938",1,,"-0,06714248657","0,3940407675",1,,"-1,086409569","-1,171020508","-1,337625504","-1,059521675","-1,096056938","-1,105514526","-1,192378998","-1,381362915","-1,188708305","-1,186392784","-1,102190018","-1,319347382","-1,048607826","-1,142463684","-1,037483215","-1,295174599",13439000,134390000,1,1,"0,00077384","2,6034","20,828",P55821,P55821,Stathmin-2
